City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Dire Dawa,2018-08-04,7.04,Maintenance,F1,471,8/4/2018 7:02,,0,0.18092733977946704,-0.04796397232601778
Hawassa,2021-09-14,8.61,Maintenance,Hawassa Main,427,9/14/2021 8:36,,0,0.674382749427909,-0.20025622326031012
Harer,2019-09-24,8.17,Maintenance,Bedesa,235,9/24/2019 8:10,,0,0.536089513602868,-0.8648042273372221
Dire Dawa,2019-07-16,3.47,Maintenance,F3,481,7/16/2019 3:28,,0,-0.9411336872555256,-0.013352097113678615
Dire Dawa,2022-09-28,8.83,Maintenance,F5 ,640,9/28/2022 8:50,,0,0.7435293673404297,0.5369767187625141
Mojo,2022-12-20,3.61,Maintenance,Mojo Central,125,12/20/2022 3:36,,0,-0.8971312940384671,-1.245534854672953
Bahir Dar,2020-05-02,4.58,Accident,Bahir Dar East,661,5/2/2020 4:34,,0,-0.5922575696059901,0.6096616567084264
Addis Ababa,2021-04-23,9.21,Maintenance,TOTAL,1069,4/23/2021 9:12,,0,0.8629644346438746,2.0218261653718645
Bahir Dar,2017-12-06,8.15,Maintenance,Bahir Dar West,594,12/6/2017 8:08,,0,0.5298034574290027,0.37776209278575396
Harer,2018-10-12,10.34,Maintenance,Line 3,277,10/12/2018 10:20,,0,1.2181266084672753,-0.7194343514453976
Addis Ababa,2022-10-23,8.23,Maintenance,Gefersa,1167,10/23/2022 8:14,,0,0.5549476821244648,2.361022542452788
Mojo,2020-06-22,7.25,Maintenance,Mojo Central,188,6/22/2020 7:15,,0,0.24693092960505483,-1.0274800408352163
Hawassa,2020-04-02,2.03,Maintenance,Hawassa Main,660,4/2/2020 2:01,QR,1,-1.3937297317738422,0.6062004691871925
Hawassa,2021-06-27,5.04,Maintenance,Hawassa South,626,6/27/2021 5:02,,0,-0.4476782776070835,0.4885200934652393
Harer,2017-05-06,3.92,Accident,PT,171,5/6/2017 3:55,,0,-0.7996974233435519,-1.0863202286961928
Hawassa,2020-07-03,3.68,Maintenance,Hawassa Main,315,7/3/2020 3:41,,0,-0.8751300974299379,-0.5879092256385088
Dire Dawa,2020-01-07,11.7,Equipment Failure,F4,620,1/7/2020 11:42,,0,1.6455784282901296,0.4677529683378358
Mojo,2022-02-11,5.32,Maintenance,Mojo Central,291,2/11/2022 5:19,,0,-0.3596734911729664,-0.6709777261481228
Addis Ababa,2017-12-11,10.81,Maintenance,Total No oflines,1195,12/11/2017 10:48,,0,1.365848928553115,2.457935793047338
Hawassa,2022-10-06,7.94,Maintenance,Hawassa Main,493,10/6/2022 7:56,,0,0.4637998676034149,0.028182153141128385
Hawassa,2017-06-25,9.74,Maintenance,Hawassa South,580,6/25/2017 9:44,,0,1.0295449232513103,0.3293054674884791
Harer,2018-02-11,6.53,Equipment Failure,Line 4,229,2/11/2018 6:31,,0,0.020632907345896713,-0.8855713524646256
Addis Ababa,2020-07-27,7.35,Accident,Addis North,1030,7/27/2020 7:20,,0,0.2783612104743822,1.8868398520437417
Addis Ababa,2021-01-18,6.42,Equipment Failure,Bole Lemi,1039,1/18/2021 6:25,,0,-0.013940401610363667,1.9179905397348471
Bahir Dar,2018-05-31,3.15,Equipment Failure,Bahir Dar East,403,5/31/2018 3:08,,0,-1.0417105860373739,-0.2833247237699241
Harer,2017-09-20,8.95,Maintenance,Fedis,131,9/20/2017 8:56,,0,0.7812457043836225,-1.2247677295455495
Addis Ababa,2022-05-04,4.09,Accident,DUKEM,919,5/4/2022 4:05,,0,-0.7462659458656951,1.5026480371867768
Addis Ababa,2018-06-24,1.27,Maintenance,Addis East1,1058,6/24/2018 1:16,QR,1,-1.6325998663807315,1.9837531026382915
Bahir Dar,2020-07-25,8.1,Maintenance,Bahir Dar West,482,7/25/2020 8:06,,0,0.5140883169943387,-0.009890909592444699
Dire Dawa,2020-09-18,2.95,Equipment Failure,F5,417,9/18/2020 2:56,QR,1,-1.1045711477760287,-0.23486809847264928
Harer,2019-07-08,11.35,Equipment Failure,Harer Water,248,7/8/2019 11:20,,0,1.5355724452474833,-0.8198087895611812
Dire Dawa,2020-07-02,11.49,Equipment Failure,F3,651,7/2/2020 11:29,,0,1.579574838464542,0.5750497814960872
Bahir Dar,2020-02-19,11.06,Maintenance,Bahir Dar West,351,2/19/2020 11:03,,0,1.4444246307264337,-0.46330647487408777
Hawassa,2022-08-10,5.07,Maintenance,Hawassa South,571,8/10/2022 5:04,,0,-0.43824919334628515,0.29815477979737387
Harer,2018-03-24,1.17,Maintenance,Harer No 3,251,3/24/2018 1:10,QR,1,-1.664030147250059,-0.8094252269974794
Hawassa,2021-04-18,11.21,Equipment Failure,Hawassa South,666,4/18/2021 11:12,,0,1.4915700520304251,0.6269675943145959
Mojo,2018-06-07,5.71,Maintenance,Mojo Central,205,6/7/2018 5:42,,0,-0.2370953957825891,-0.9686398529742396
Bahir Dar,2019-05-17,11.63,Maintenance,Bahir Dar East,480,5/17/2019 11:37,,0,1.6235772316816008,-0.01681328463491253
Addis Ababa,2021-01-11,11.6,Maintenance,Addis Center,1037,1/11/2021 11:35,,0,1.6141481474208021,1.9110681646923793
Mojo,2018-10-19,10.38,Equipment Failure,Mojo Central,103,10/19/2018 10:22,,0,1.2306987208150066,-1.321680980140099
Hawassa,2018-11-24,4.24,Maintenance,Hawassa South,634,11/24/2018 4:14,,0,-0.6991205245617037,0.5162095936351107
Harer,2021-07-05,5.24,Maintenance,Bedesa,114,7/5/2021 5:14,,0,-0.3848177158684284,-1.283607917406526
Mojo,2017-06-08,10.36,Maintenance,Mojo Central,297,6/8/2017 10:21,,0,1.2244126646411406,-0.6502106010207193
Mojo,2019-10-01,4.49,Equipment Failure,Mojo Industrial,220,10/1/2019 4:29,,0,-0.6205448223883848,-0.9167220401557309
Bahir Dar,2022-12-27,2.86,Accident,Bahir Dar West,643,12/27/2022 2:51,QR,1,-1.1328584005584237,0.5473602813262158
Mojo,2022-12-22,7.12,Maintenance,Mojo Central,178,12/22/2022 7:07,,0,0.20607156447492908,-1.0620919160475553
Mojo,2017-06-10,11.3,Maintenance,Mojo Industrial,291,6/10/2017 11:17,,0,1.5198573048128199,-0.6709777261481228
Addis Ababa,2018-04-12,8.66,Maintenance,Addis East1,1008,4/12/2018 8:39,,0,0.690097889862573,1.8106937265765957
Hawassa,2018-08-04,7.27,Accident,Hawassa South,439,8/4/2018 7:16,,0,0.2532169857789202,-0.15872197300550311
Mojo,2022-08-06,2.07,Accident,Mojo Central,143,8/6/2022 2:04,QR,1,-1.381157619426111,-1.1832334792907424
Addis Ababa,2022-04-14,7.77,Equipment Failure,Gofa,893,4/14/2022 7:45,,0,0.4103683901255578,1.412657161634695
Hawassa,2022-04-10,11.89,Maintenance,Hawassa South,536,4/10/2022 11:53,,0,1.7052959619418522,0.1770132165541868
Dire Dawa,2019-03-21,2.54,Accident,Dire Dawa Substation 1,447,3/21/2019 2:32,QR,1,-1.2334352993402717,-0.13103247283563177
Dire Dawa,2017-12-12,6.7,Equipment Failure,Dire Dawa Substation 1,407,12/12/2017 6:42,,0,0.07406438482375349,-0.26947997368498844
Dire Dawa,2021-12-31,10.65,Equipment Failure,F6,520,12/31/2021 10:39,,0,1.3155604791621909,0.12163421621444413
Harer,2021-03-21,9.15,Maintenance,Bedesa,179,3/21/2021 9:08,,0,0.8441062661222779,-1.0586307285263215
Addis Ababa,2020-09-01,8.67,Equipment Failure,Kality 1,1155,9/1/2020 8:40,,0,0.6932409179495057,2.3194882921979816
Addis Ababa,2022-12-03,8.73,Equipment Failure,Addis East1,1188,12/3/2022 8:43,,0,0.7120990864711023,2.4337074803987004
Bahir Dar,2020-12-03,4.95,Equipment Failure,Bahir Dar West,331,12/3/2020 4:57,,0,-0.47596553038947825,-0.5325302252987661
Bahir Dar,2017-01-18,4.23,Maintenance,Bahir Dar East,302,1/18/2017 4:13,,0,-0.7022635526486364,-0.6329046634145497
Harer,2021-11-25,9.9,Equipment Failure,Harer Water,268,11/25/2021 9:54,,0,1.0798333726422344,-0.7505850391365029
Hawassa,2018-10-18,9.91,Equipment Failure,Hawassa South,466,10/18/2018 9:54,,0,1.0829764007291671,-0.06526990993218737
Mojo,2020-12-23,10.54,Maintenance,Mojo Central,110,12/23/2020 10:32,,0,1.2809871702059301,-1.2974526674914617
Hawassa,2022-08-19,11.05,Maintenance,Hawassa Main,540,8/19/2022 11:02,,0,1.441281602639501,0.19085796663912247
Hawassa,2017-10-22,6.62,Maintenance,Hawassa Main,311,10/22/2017 6:37,,0,0.048920160128291444,-0.6017539757234445
Hawassa,2017-09-10,6.52,Maintenance,Hawassa Main,608,9/10/2017 6:31,,0,0.01748987925896375,0.4262187180830288
Mojo,2017-08-23,9.78,Equipment Failure,Mojo Central,296,8/23/2017 9:46,,0,1.042117035599041,-0.6536717885419532
Addis Ababa,2020-04-26,8.15,Equipment Failure,Weregenu,1121,4/26/2020 8:08,,0,0.5298034574290027,2.201807916476028
Dire Dawa,2018-08-20,8.72,Maintenance,F2,358,8/20/2018 8:43,,0,0.7089560583841696,-0.4390781622254504
Addis Ababa,2020-08-17,9.75,Equipment Failure,Bole Lemi,939,8/17/2020 9:45,,0,1.032687951338243,1.5718717876114552
Mojo,2021-04-21,10.79,Equipment Failure,Mojo Industrial,161,4/21/2021 10:47,,0,1.359562872379249,-1.1209321039085318
Harer,2018-03-22,4.72,Maintenance,Line 2,225,3/22/2018 4:43,,0,-0.5482551763889317,-0.8994161025495613
Dire Dawa,2020-10-20,5.13,Accident,F5 ,481,10/20/2020 5:07,,0,-0.41939102482468876,-0.013352097113678615
Bahir Dar,2018-08-02,2.03,Maintenance,Bahir Dar East,377,8/2/2018 2:02,QR,1,-1.3937297317738422,-0.3733155993220059
Dire Dawa,2019-12-06,7.36,Maintenance,F3,404,12/6/2019 7:21,,0,0.28150423856131523,-0.2798635362486902
Mojo,2022-06-06,1.4,Maintenance,Mojo Industrial,289,6/6/2022 1:23,QR,1,-1.5917405012506054,-0.6779001011905906
Harer,2022-01-27,6.12,Equipment Failure,Line 4,294,1/27/2022 6:07,,0,-0.10823124421834619,-0.660594163584421
Hawassa,2017-07-22,6.97,Maintenance,Hawassa South,598,7/22/2017 6:58,,0,0.15892614317093767,0.39160684287068964
Mojo,2019-07-17,4.15,Maintenance,Mojo Industrial,184,7/17/2019 4:09,,0,-0.7274077773440983,-1.041324790920152
Dire Dawa,2018-08-29,7.5,Maintenance,F6,663,8/29/2018 7:29,,0,0.32550663177837363,0.6165840317508942
Mojo,2017-01-08,1.34,Maintenance,Mojo Central,173,1/8/2017 1:20,QR,1,-1.6105986697722021,-1.079397853653725
Addis Ababa,2021-08-16,1.41,Equipment Failure,Sululta,914,8/16/2021 1:24,QR,1,-1.5885974731636727,1.4853420995806073
Mojo,2020-10-27,10.05,Equipment Failure,Mojo Central,275,10/27/2020 10:02,,0,1.126978793946226,-0.7263567264878654
Bahir Dar,2018-07-28,4.96,Maintenance,Bahir Dar West,678,7/28/2018 4:57,,0,-0.4728225023025455,0.668501844569403
Harer,2021-06-12,2.4,Equipment Failure,PT,270,6/12/2021 2:23,QR,1,-1.27743769255733,-0.743662664094035
Addis Ababa,2020-04-23,6.74,Maintenance,Mekanisa,888,4/23/2020 6:44,,0,0.08663649717148451,1.3953512240285255
Bahir Dar,2019-07-26,9.47,Accident,Bahir Dar West,338,7/26/2019 9:28,,0,0.9446831649041261,-0.5083019126501287
Addis Ababa,2017-01-22,3.37,Maintenance,Kality 1,966,1/22/2017 3:22,,0,-0.9725639681248531,1.665323850684771
Addis Ababa,2017-06-14,7.85,Maintenance,Total No oflines,815,6/14/2017 7:51,,0,0.4355126148210199,1.1426845349784496
Addis Ababa,2022-04-19,1.94,Equipment Failure,Gofa,987,4/19/2022 1:56,QR,1,-1.422016984556237,1.7380087886306832
Mojo,2022-06-03,1.57,Maintenance,Mojo Central,150,6/3/2022 1:34,QR,1,-1.5383090237727486,-1.159005166642105
Mojo,2020-04-09,6.84,Equipment Failure,Mojo Industrial,142,4/9/2020 6:50,,0,0.11806677804081192,-1.1866946668119764
Addis Ababa,2022-01-02,6.95,Equipment Failure,Kality North,920,1/2/2022 6:56,,0,0.1526400869970723,1.5061092247080108
Mojo,2020-06-29,8.01,Maintenance,Mojo Industrial,214,6/29/2020 8:00,,0,0.48580106421194397,-0.9374891652831343
Mojo,2017-11-21,8.99,Maintenance,Mojo Central,297,11/21/2017 8:59,,0,0.7938178167313539,-0.6502106010207193
Addis Ababa,2017-10-07,11.73,Equipment Failure,Gofa,899,10/7/2017 11:44,,0,1.6550075125509283,1.4334242867620985
Addis Ababa,2018-11-07,6.68,Maintenance,Kotebe B,934,11/7/2018 6:40,,0,0.06777832864988784,1.5545658500052857
Mojo,2022-05-23,4.55,Maintenance,Mojo Central,229,5/23/2022 4:33,,0,-0.6016866538667884,-0.8855713524646256
Hawassa,2021-10-10,9.75,Equipment Failure,Hawassa South,303,10/10/2021 9:44,,0,1.032687951338243,-0.6294434758933157
Addis Ababa,2022-02-28,3.98,Equipment Failure,Gefersa,1127,2/28/2022 3:58,,0,-0.7808392548219553,2.222575041603432
Addis Ababa,2022-05-23,5.83,Maintenance,Gofa,927,5/23/2022 5:49,,0,-0.19937905873939604,1.5303375373566481
Bahir Dar,2018-04-06,1.86,Equipment Failure,Bahir Dar West,624,4/6/2018 1:51,QR,1,-1.4471612092516988,0.48159771842277144
Addis Ababa,2018-07-01,1.28,Maintenance,Gefersa,893,7/1/2018 1:16,QR,1,-1.6294568382937984,1.412657161634695
Mojo,2017-08-14,11.59,Maintenance,Mojo Central,112,8/14/2017 11:35,,0,1.6110051193338695,-1.2905302924489939
Mojo,2021-09-05,10.2,Maintenance,Mojo Industrial,277,9/5/2021 10:11,,0,1.1741242152502167,-0.7194343514453976
Mojo,2022-04-21,8.66,Maintenance,Mojo Central,257,4/21/2022 8:39,,0,0.690097889862573,-0.7886581018700759
Harer,2019-06-09,5.5,Maintenance,Line 2,178,6/9/2019 5:29,,0,-0.3030989856081769,-1.0620919160475553
Bahir Dar,2020-09-21,2.91,Maintenance,Bahir Dar East,373,9/21/2020 2:54,QR,1,-1.1171432601237599,-0.3871603494069416
Harer,2017-12-05,2.72,Equipment Failure,Harer No 3,300,12/5/2017 2:43,QR,1,-1.176860793775482,-0.6398270384570175
Bahir Dar,2022-07-30,3.75,Accident,Bahir Dar West,676,7/30/2022 3:45,,0,-0.8531289008214086,0.6615794695269351
Dire Dawa,2022-03-09,7.04,Maintenance,F4,651,3/9/2022 7:02,,0,0.18092733977946704,0.5750497814960872
Addis Ababa,2022-11-08,8.86,Maintenance,Gelan,1124,11/8/2022 8:51,,0,0.7529584516012279,2.21219147903973
Harer,2021-11-11,8.26,Accident,Harer Water,173,11/11/2021 8:15,,0,0.5643767663852628,-1.079397853653725
Harer,2022-04-15,4.08,Maintenance,Harer No 3,113,4/15/2022 4:04,,0,-0.7494089739526277,-1.2870691049277598
Harer,2017-02-24,11.5,Maintenance,PT,167,2/24/2017 11:30,,0,1.5827178665514747,-1.1001649787811285
Dire Dawa,2021-06-02,9.12,Equipment Failure,F6,325,6/2/2021 9:07,,0,0.8346771818614793,-0.5532973504261696
Addis Ababa,2018-12-29,7.1,Equipment Failure,Gofa,936,12/29/2018 7:05,,0,0.19978550830106342,1.5614882250477535
Hawassa,2022-08-01,7.73,Accident,Hawassa Main,323,8/1/2022 7:43,,0,0.3977962777778271,-0.5602197254686374
Mojo,2021-10-23,5.62,Maintenance,Mojo Industrial,293,10/23/2021 5:36,,0,-0.26538264856498384,-0.664055351105655
Bahir Dar,2022-03-08,3.73,Equipment Failure,Bahir Dar East,335,3/8/2022 3:43,,0,-0.8594149569952741,-0.5186854752138305
Hawassa,2021-11-11,4.92,Maintenance,Hawassa South,676,11/11/2021 4:54,,0,-0.48539461465027656,0.6615794695269351
Addis Ababa,2018-08-08,9.34,Maintenance,Average interruption per year/line    ,1029,8/8/2018 9:20,,0,0.9038237997740001,1.883378664522508
Hawassa,2021-09-21,1.16,Maintenance,Hawassa South,537,9/21/2021 1:09,QR,1,-1.6671731753369916,0.1804744040754207
Addis Ababa,2017-08-25,2.28,Accident,Legetafo,858,8/25/2017 2:16,QR,1,-1.3151540296005235,1.2915155983915079
Bahir Dar,2022-03-26,1.51,Equipment Failure,Bahir Dar West,664,3/26/2022 1:30,QR,1,-1.5571671922943453,0.6200452192721281
Bahir Dar,2022-02-24,1.45,Equipment Failure,Bahir Dar East,537,2/24/2022 1:26,QR,1,-1.5760253608159416,0.1804744040754207
Bahir Dar,2018-05-03,10.41,Maintenance,Bahir Dar East,393,5/3/2018 10:24,,0,1.2401278050758047,-0.3179365989822633
Harer,2021-11-24,8.74,Equipment Failure,Line1,216,11/24/2021 8:44,,0,0.715242114558035,-0.9305667902406665
Hawassa,2019-10-06,6.22,Equipment Failure,Hawassa Main,403,10/6/2019 6:12,,0,-0.07680096334901877,-0.2833247237699241
Harer,2018-10-31,2.08,Maintenance,Line 1,230,10/31/2018 2:04,QR,1,-1.3780145913391784,-0.8821101649433917
Addis Ababa,2021-10-08,6.41,Maintenance,Gelan,942,10/8/2021 6:24,,0,-0.017083429697296353,1.5822553501751568
Bahir Dar,2018-05-14,6.21,Equipment Failure,Bahir Dar West,353,5/14/2018 6:12,,0,-0.07994399143595146,-0.4563840998316199
Hawassa,2017-02-21,2.91,Maintenance,Hawassa South,420,2/21/2017 2:54,QR,1,-1.1171432601237599,-0.22448453590894754
Mojo,2018-02-27,5.77,Maintenance,Mojo Industrial,173,2/27/2018 5:46,,0,-0.2182372272609927,-1.079397853653725
Dire Dawa,2018-12-20,5.38,Maintenance,F3,491,12/20/2018 5:23,,0,-0.34081532265136993,0.021259778098660552
Hawassa,2022-03-08,7.77,Maintenance,Hawassa South,420,3/8/2022 7:46,,0,0.4103683901255578,-0.22448453590894754
Dire Dawa,2022-10-19,7.99,Equipment Failure,F5 ,599,10/19/2022 7:59,,0,0.4795150080380786,0.39506803039192356
Harer,2018-09-04,1.5,Maintenance,Line1,263,9/4/2018 1:29,QR,1,-1.560310220381278,-0.7678909767426725
Bahir Dar,2020-11-05,5.12,Equipment Failure,Bahir Dar East,302,11/5/2020 5:07,,0,-0.42253405291162144,-0.6329046634145497
Dire Dawa,2019-05-26,7.88,Equipment Failure,F5 ,663,5/26/2019 7:53,,0,0.4449416990818182,0.6165840317508942
Dire Dawa,2022-11-19,6.53,Maintenance,F5 ,510,11/19/2022 6:32,,0,0.020632907345896713,0.08702234100210497
Bahir Dar,2020-03-20,10.42,Maintenance,Bahir Dar East,467,3/20/2020 10:25,,0,1.2432708331627373,-0.06180872241095345
Bahir Dar,2022-08-19,8.25,Maintenance,Bahir Dar East,625,8/19/2022 8:14,,0,0.5612337382983301,0.48505890594400536
Addis Ababa,2017-09-10,2.79,Maintenance,Kotebe B,937,9/10/2017 2:47,QR,1,-1.1548595971669529,1.5649494125689873
Harer,2022-10-27,1.78,Maintenance,Harer Water,235,10/27/2022 1:46,QR,1,-1.4723054339471608,-0.8648042273372221
Addis Ababa,2018-01-27,8.07,Maintenance,Sebeta 1,1200,1/27/2018 8:03,,0,0.5046592327335406,2.4752417306535075
Addis Ababa,2022-10-09,1.29,Maintenance,Nifas Silk,865,10/9/2022 1:17,QR,1,-1.6263138102068657,1.3157439110401454
Addis Ababa,2018-08-05,7.44,Equipment Failure,Outage per line ,1001,8/5/2018 7:26,,0,0.30664846325677725,1.786465413927958
Mojo,2017-08-26,11.34,Equipment Failure,Mojo Industrial,266,8/26/2017 11:20,,0,1.5324294171605506,-0.7575074141789707
Mojo,2019-08-10,7.33,Equipment Failure,Mojo Central,188,8/10/2019 7:19,,0,0.2720751543005169,-1.0274800408352163
Hawassa,2021-05-15,5.27,Equipment Failure,Hawassa Main,457,5/15/2021 5:16,,0,-0.37538863160763036,-0.09642059762329261
Addis Ababa,2018-11-18,8.08,Maintenance,Addis Center,902,11/18/2018 8:04,,0,0.5078022608204733,1.4438078493258002
Bahir Dar,2020-08-20,6.04,Equipment Failure,Bahir Dar East,470,8/20/2020 6:02,,0,-0.13337546891380825,-0.0514251598472517
Addis Ababa,2020-01-26,7.0,Maintenance,Addis Center,980,1/26/2020 7:00,,0,0.168355227431736,1.7137804759820459
Bahir Dar,2019-04-24,11.36,Maintenance,Bahir Dar West,386,4/24/2019 11:21,,0,1.538715473334416,-0.3421649116309007
Hawassa,2020-06-16,5.25,Maintenance,Hawassa Main,325,6/16/2020 5:14,,0,-0.3816746877814957,-0.5532973504261696
Bahir Dar,2018-07-12,11.57,Accident,Bahir Dar West,305,7/12/2018 11:34,,0,1.6047190631600041,-0.6225211008508479
Harer,2021-04-02,10.96,Equipment Failure,Harer Water,138,4/2/2021 10:57,,0,1.4129943498571063,-1.200539416896912
Dire Dawa,2017-01-04,3.15,Maintenance,F5 ,633,1/4/2017 3:09,,0,-1.0417105860373739,0.5127484061138767
Hawassa,2022-07-21,1.76,Maintenance,Hawassa Main,615,7/21/2022 1:45,QR,1,-1.4785914901210264,0.4504470307316662
Bahir Dar,2020-03-25,2.11,Maintenance,Bahir Dar West,506,3/25/2020 2:06,QR,1,-1.3685855070783803,0.0731775909171693
Harer,2021-04-25,1.2,Maintenance,Bedesa,185,4/25/2021 1:12,QR,1,-1.6546010629892605,-1.037863603398918
Bahir Dar,2021-06-13,2.04,Maintenance,Bahir Dar East,305,6/13/2021 2:02,QR,1,-1.3905867036869093,-0.6225211008508479
Addis Ababa,2021-01-08,8.51,Maintenance,Gefersa,966,1/8/2021 8:30,,0,0.6429524685585816,1.665323850684771
Harer,2019-03-09,1.78,Maintenance,Line 3,261,3/9/2019 1:46,QR,1,-1.4723054339471608,-0.7748133517851402
Dire Dawa,2017-06-03,4.51,Maintenance,F6,505,6/3/2017 4:30,,0,-0.6142587662145195,0.06971640339593538
Mojo,2020-12-25,10.29,Maintenance,Mojo Industrial,121,12/25/2020 10:17,,0,1.2024114680326115,-1.2593796047578887
Bahir Dar,2018-12-25,1.26,Equipment Failure,Bahir Dar West,505,12/25/2018 1:15,QR,1,-1.6357428944676642,0.06971640339593538
Harer,2018-11-19,9.96,Equipment Failure,Line 1,129,11/19/2018 9:57,,0,1.0986915411638312,-1.2316901045880173
Dire Dawa,2022-02-01,4.1,Equipment Failure,F5 ,530,2/1/2022 4:06,,0,-0.7431229177787624,0.1562460914267833
Addis Ababa,2021-04-26,2.3,Equipment Failure,Addis North,1016,4/26/2021 2:17,QR,1,-1.3088679734266577,1.838383226746467
Dire Dawa,2018-10-20,8.66,Equipment Failure,F3,520,10/20/2018 8:39,,0,0.690097889862573,0.12163421621444413
Hawassa,2018-11-09,7.92,Maintenance,Hawassa Main,698,11/9/2018 7:55,,0,0.4575138114295492,0.7377255949940813
Addis Ababa,2019-06-14,10.65,Maintenance,Average interruption per year/line    ,894,6/14/2019 10:39,,0,1.3155604791621909,1.416118349155929
Addis Ababa,2019-06-01,9.09,Maintenance,Addis Center,1172,6/1/2019 9:05,,0,0.8252480976006813,2.378328480058958
Dire Dawa,2018-10-10,9.84,Equipment Failure,F5 ,423,10/10/2018 9:50,,0,1.0609752041206377,-0.21410097334524578
Hawassa,2017-10-06,4.1,Equipment Failure,Hawassa Main,566,10/6/2017 4:06,,0,-0.7431229177787624,0.2808488421912043
Addis Ababa,2019-07-10,2.95,Maintenance,Total No oflines,908,7/10/2019 2:57,QR,1,-1.1045711477760287,1.4645749744532037
Harer,2022-08-22,9.26,Accident,PT,147,8/22/2022 9:15,,0,0.878679575078538,-1.1693887292058067
Harer,2021-01-23,9.88,Maintenance,PT,132,1/23/2021 9:52,,0,1.073547316468369,-1.2213065420243154
Addis Ababa,2022-06-01,11.9,Maintenance,Gofa,1050,6/1/2022 11:53,,0,1.7084389900287849,1.9560636024684201
Harer,2020-09-09,5.54,Maintenance,TL,152,9/9/2020 5:32,,0,-0.29052687326044585,-1.1520827915996372
Dire Dawa,2018-10-22,5.09,Equipment Failure,Dire Dawa Substation 1,458,10/22/2018 5:05,,0,-0.4319631371724198,-0.0929594101020587
Hawassa,2020-04-14,9.54,Equipment Failure,Hawassa South,475,4/14/2020 9:32,,0,0.9666843615126549,-0.03411922224108212
Harer,2017-01-01,4.75,Maintenance,PT,258,1/1/2017 4:44,,0,-0.5388260921281334,-0.785196914348842
Addis Ababa,2018-09-21,11.24,Equipment Failure,Kotebe A,1156,9/21/2018 11:14,,0,1.5009991362912232,2.3229494797192154
Harer,2019-07-31,10.44,Equipment Failure,Line 3,271,7/31/2019 10:26,,0,1.2495568893366027,-0.7402014765728011
Mojo,2020-06-24,5.72,Accident,Mojo Industrial,122,6/24/2020 5:43,,0,-0.23395236769565642,-1.2559184172366546
Bahir Dar,2020-12-04,9.26,Equipment Failure,Bahir Dar West,391,12/4/2020 9:15,,0,0.878679575078538,-0.32485897402473113
Mojo,2019-10-16,9.3,Maintenance,Mojo Industrial,141,10/16/2019 9:17,,0,0.8912516874262694,-1.1901558543332103
Hawassa,2019-08-27,2.13,Maintenance,Hawassa Main,709,8/27/2019 2:08,QR,1,-1.3622994509045145,0.7757986577276543
Bahir Dar,2018-04-14,10.93,Equipment Failure,Bahir Dar East,467,4/14/2018 10:55,,0,1.4035652655963078,-0.06180872241095345
Mojo,2019-11-03,6.56,Equipment Failure,Mojo Central,273,11/3/2019 6:33,,0,0.03006199160669477,-0.7332791015303333
